Date,Call_IV_Mean,Call_IV_Std,Put_IV_Mean,Put_IV_Std,Call_Vol,Put_Vol,PCR
2021-01-04,0.07523628354591537,0.04777747319902717,0.11562526084013082,0.07384862963121967,66137.0,113062.0,1.7095120734233484
2021-01-05,0.05095294723647531,0.04387415502677327,0.08772555766441453,0.06158711284202957,76038.0,159164.0,2.093216549619927
2021-01-06,0.07042569115645521,0.05761251538023084,0.06989293794187258,0.09878038279588347,234216.0,293440.0,1.2528606073026607
2021-01-07,0.11474717482372615,0.04292679054019417,0.19291375039864583,0.06922079285864563,81327.0,97322.0,1.1966751509338842
2021-01-08,0.12407892781593925,0.04592368143220301,0.19324137341173647,0.08678414896078224,93158.0,113433.0,1.2176409970158226
2021-01-11,0.11833083804852074,0.06598788060212278,0.18908716521894287,0.09115291963530667,68772.0,96702.0,1.4061245855871576
2021-01-12,0.11151909693452539,0.04686487623636259,0.1431907413958931,0.11353773425980543,103953.0,128471.0,1.2358565890354294
2021-01-13,0.08802731270978481,0.08576764093471342,0.12851713450801056,0.10761105899328068,81761.0,261220.0,3.1949217842247526
2021-01-14,0.23336790560530118,0.07060243268869125,0.27900087188845507,0.1042486159944225,42714.0,69204.0,1.6201713723837619
2021-01-15,0.27863044572980744,0.07381136458783234,0.19941450465802282,0.11785757721386181,100273.0,116893.0,1.1657475092996121
2021-01-18,0.237094606014261,0.09158441440182724,0.37946570609510194,0.17265451364923048,114128.0,109949.0,0.963383218842002
2021-01-19,0.2359215073381854,0.13025641223434434,0.42337180389450646,0.2572897503923584,124618.0,241379.0,1.9369513232438331
2021-01-20,0.3336789927612827,0.20728535268584444,0.30977350425589917,0.4092180078149863,195513.0,184145.0,0.941855528788367
2021-01-21,0.09943822202081415,0.04940572424398168,0.16620900368083152,0.0729076583080142,106316.0,132901.0,1.250056435531811
2021-01-22,0.11679897243591614,0.039937439762380525,0.11356413773461539,0.0567537730897563,65470.0,65050.0,0.9935848480219948
2021-01-25,0.08679812105756435,0.036351240037571265,0.13680134691189677,0.08790515591094675,109699.0,101265.0,0.9231168925878996
2021-01-26,0.08842721401109069,0.03541926763771296,0.08596574969031404,0.0957645767122924,188328.0,120700.0,0.6409031052206788
2021-01-27,0.05103336735091594,0.04507264978215056,0.05250103364586854,0.07283751097393781,167083.0,175056.0,1.047718798441493
2021-01-28,0.1323076151562272,0.042465957026316704,0.1821827178476422,0.08835042115714146,81565.0,53917.0,0.6610310795071416
2021-01-29,0.14656999962808492,0.04471243027733345,0.12788874457940974,0.09116154614481586,157955.0,67769.0,0.42903991643189515
2021-02-01,0.0728912970424843,0.04320103373865628,0.17428228323079284,0.08686889651123396,83145.0,119346.0,1.4353959949485837
2021-02-02,0.07524993671492601,0.04768448166968621,0.13300006477481757,0.07543582747499757,87025.0,195448.0,2.2458833668486067
2021-02-03,0.06950367273531638,0.049650060556293035,0.0817805423116031,0.0874079249949175,139405.0,161649.0,1.1595638606936622
2021-02-04,0.154935525167552,0.02626015322516137,0.21300861653289338,0.051666231761164035,42909.0,46875.0,1.0924281619240719
2021-02-05,0.1476341966350303,0.034066115940875503,0.1946896968825429,0.0818410479626708,42635.0,69204.0,1.6231734490442125
2021-02-17,0.28767217553692614,0.3150663958753304,0.6414679279434965,0.7008479112946013,78455.0,158177.0,2.0161493849977696
2021-02-18,0.10969131339561171,0.06631942176970929,0.12803077836807167,0.0767521138025422,46352.0,76812.0,1.65714532274767
2021-02-19,0.08073691095819853,0.038672073719135724,0.17245466705794094,0.12023609448934658,58415.0,50060.0,0.8569716682358983
