Date,Call_IV_Mean,Put_IV_Mean,Call_IV_Std,Put_IV_Std,Call_Count,Put_Count,PCR (Trade Count)
2022-01-03,0.045495446018548595,0.07492480050520794,0.03031418090692951,0.0448576358618929,1803,1855,1.028840820854132
2022-01-04,0.01849901311158288,0.07357617820729634,0.037503632242075376,0.04146405410489444,2767,3524,1.2735814962052765
2022-01-05,0.02304280750361845,0.05493407782787,0.035555912802143735,0.04963021535604035,2596,2697,1.0389060092449922
2022-01-06,0.07380397219653131,0.13467742320671283,0.026172553898657604,0.05048482681024513,1832,1495,0.8160480349344978
2022-01-07,0.10162870060916648,0.10412117001230072,0.025658679194581303,0.056687884415514256,2389,1880,0.7869401423189619
2022-01-10,0.060917048393551644,0.1406757055345789,0.027314903312034178,0.04420892068290765,2085,2068,0.9918465227817745
2022-01-11,0.03748879815480725,0.11204768628665036,0.03310798673962908,0.0438983669787376,2801,2693,0.9614423420207069
2022-01-12,0.02876378665219335,0.09433230322352627,0.0460193478873361,0.06635961026894623,2969,3392,1.142472212866285
2022-01-13,0.11555036501738458,0.17683821221123755,0.018047412924056587,0.02472704993123853,1057,991,0.9375591296121097
2022-01-14,0.13217151307653696,0.17707746719558398,0.05132108682826322,0.04955130649743218,2949,2304,0.7812817904374364
2022-01-17,0.10091158452991829,0.23857107572310576,0.04768412188510947,0.05330570446734043,2250,2682,1.192
2022-01-18,0.23605346753727494,0.11365880583681555,0.079108091428304,0.18643995565527294,3145,3382,1.0753577106518284
2022-01-19,0.12587240309672137,0.2591644700282895,0.0175963891716927,0.05701863049017916,109,76,0.6972477064220184
2022-01-20,0.12469075270055213,0.24096064940460016,0.0243416682502264,0.04585759743307578,244,210,0.860655737704918
2022-01-21,0.14663351412806183,0.24452505581749956,0.02947036849926993,0.05123331409589193,194,86,0.44329896907216493
2022-01-24,0.11958843933135778,0.30662396815088744,0.007961157478682772,0.039506038635185634,156,81,0.5192307692307693
2022-01-25,0.15789310969166612,0.3617574158991797,0.02853857481329521,0.035641784778405856,170,211,1.2411764705882353
2022-01-26,0.1330605148982493,0.2574701430397316,0.026682639647935054,0.08225744300682536,371,622,1.6765498652291104
2022-02-07,0.040003727231301495,0.12366380169860154,0.05469314702807433,0.10145754132984523,2416,3007,1.2446192052980132
2022-02-08,0.07102183314292058,0.10067705307632858,0.04142753903078322,0.06721986079734776,1295,1902,1.4687258687258686
2022-02-09,0.019439011352280544,0.10752622503349765,0.040330227997559226,0.07616330721927789,2106,3332,1.5821462488129154
2022-02-10,0.05542603613492878,0.18841698621153496,0.029119261566078,0.042254451915612196,1217,1822,1.4971240755957271
2022-02-11,0.09678196141149478,0.2028464728142993,0.025911768835136496,0.09374628780789346,1270,1654,1.3023622047244094
2022-02-14,0.21799456317819624,0.22716116171911055,0.05589690225907459,0.11831074027104299,2560,2208,0.8625
2022-02-15,0.25103488989411554,0.22420446163816554,0.12330929710287887,0.1280404921625677,2441,2292,0.9389594428512904
2022-02-16,0.1102843249299522,0.2912556399947522,0.004809715955680331,0.05163186163654787,103,118,1.145631067961165
2022-02-17,0.08503452414735846,0.2616007987739068,0.052175370125829464,0.042874182021144416,235,173,0.7361702127659574
2022-02-18,0.12238290867997577,0.27015356870663276,0.01878196910338718,0.04805184318659392,77,174,2.25974025974026
2022-02-21,0.1263147684038537,0.31391390404512065,0.0187663276865364,0.07842597304978816,167,78,0.46706586826347307
2022-02-22,0.1438526667169023,0.32941187788510573,0.025801187618312807,0.06954214629849773,158,168,1.0632911392405062
2022-02-23,0.0801565122738085,0.18521860376064236,0.030583045209705152,0.07789582070533274,376,465,1.2367021276595744
2022-02-24,0.1121276882500077,0.14928730459616826,0.03136045548804149,0.0886657438002024,1412,1693,1.1990084985835694
2022-02-25,0.07081296940775467,0.1887961618344779,0.029118505008177652,0.07824814959661638,1484,1253,0.8443396226415094
2022-03-01,0.040109623867839096,0.1352640699130183,0.04090435685353487,0.08928921671135277,1538,1837,1.194408322496749
2022-03-02,0.022308884607942763,0.08743885322303131,0.03277456283906182,0.09871621509691778,2797,2895,1.035037540221666
2022-03-03,0.09642712779645281,0.2610902669897182,0.02904542312560158,0.0898524419092068,818,1487,1.8178484107579462
2022-03-04,0.11058620043331827,0.1950658294381251,0.0298474822190443,0.0867088426112377,1225,923,0.7534693877551021
2022-03-07,0.1739793785011922,0.23829323722928228,0.04553294685423475,0.1692183180895125,2335,1126,0.48222698072805137
2022-03-08,0.15929008796099156,0.17306523306620128,0.05961255160501981,0.11636632881846923,2111,1866,0.8839412600663192
2022-03-09,0.04740205085223608,0.12192423301894137,0.06480222148516938,0.11579133038335493,2936,3390,1.154632152588556
2022-03-10,0.14653661226970796,0.33156784076462287,0.04245853153356748,0.06384636921172629,1189,1046,0.87973086627418
2022-03-11,0.1937381231090669,0.2892273887064522,0.03685912148892319,0.1053784797736278,1327,1043,0.785983421250942
2022-03-14,0.23785509486966716,0.37902649739020877,0.05174818661758336,0.18615145497549612,1574,1640,1.0419313850063532
2022-03-15,0.32709650637581883,0.3285028745600258,0.09609991274477625,0.19347208736271013,3485,2631,0.7549497847919656
2022-03-16,0.18737792266874542,0.31731237758782854,0.034567710375384725,0.033439393697653134,182,76,0.4175824175824176
2022-03-17,0.13101358292237283,0.29683618995714683,0.010736361101609547,0.03595875858351997,312,158,0.5064102564102564
2022-03-18,0.13269598737033275,0.2837519542114744,0.005487171376967545,0.04146720137670187,139,61,0.43884892086330934
2022-03-21,0.14647908385657213,0.2663417186466263,0.015312411602423942,0.03981231219680812,130,148,1.1384615384615384
2022-03-22,0.1314171121919574,0.24738604946307788,0.008745129481517242,0.03068425791625242,101,59,0.5841584158415841
2022-03-23,0.12409998039170227,0.23807239899845398,0.00855550969377345,0.03247742901554984,171,146,0.8538011695906432
2022-03-24,0.11824322937388257,0.2743784487395092,0.009220011051815972,0.039448011811165216,104,147,1.4134615384615385
2022-03-25,0.12256319125540431,0.2553446328668465,0.01122024613274085,0.054306620350700836,105,78,0.7428571428571429
2022-03-28,0.13331514572142117,0.2783180064235954,0.026171167524866562,0.03544433730233295,191,223,1.1675392670157068
2022-03-29,0.12776857048215984,0.22725361704859737,0.009166454043602976,0.040532358616280156,58,124,2.1379310344827585
