2024/1/1,OptionsDaily_2024_01_01.csv,17930.81055,16,202401,0.01575
2024/1/2,OptionsDaily_2024_01_02.csv,17853.75977,15,202401,0.01575
2024/1/3,OptionsDaily_2024_01_03.csv,17559.31055,14,202401,0.01575
2024/1/4,OptionsDaily_2024_01_04.csv,17549.65039,13,202401,0.01575
2024/1/5,OptionsDaily_2024_01_05.csv,17519.14063,12,202401,0.01575
2024/1/8,OptionsDaily_2024_01_08.csv,17572.66016,9,202401,0.01575
2024/1/9,OptionsDaily_2024_01_09.csv,17535.49023,8,202401,0.01575
2024/1/10,OptionsDaily_2024_01_10.csv,17465.63086,7,202401,0.01575
2024/1/11,OptionsDaily_2024_01_11.csv,17545.32031,6,202401,0.01575
2024/1/12,OptionsDaily_2024_01_12.csv,17512.83008,5,202401,0.01575
2024/1/15,OptionsDaily_2024_01_15.csv,17546.82031,2,202401,0.01575
2024/1/16,OptionsDaily_2024_01_16.csv,17346.86914,1,202401,0.01575
2024/1/17,OptionsDaily_2024_01_17.csv,17161.78906,35,202402,0.01575
2024/1/18,OptionsDaily_2024_01_18.csv,17227.78906,34,202402,0.01575
2024/1/19,OptionsDaily_2024_01_19.csv,17681.51953,33,202402,0.01575
2024/1/22,OptionsDaily_2024_01_22.csv,17815.09961,30,202402,0.01575
2024/1/23,OptionsDaily_2024_01_23.csv,17874.58984,29,202402,0.01575
2024/1/24,OptionsDaily_2024_01_24.csv,17875.83008,28,202402,0.01575
2024/1/25,OptionsDaily_2024_01_25.csv,18002.61914,27,202402,0.01575
2024/1/26,OptionsDaily_2024_01_26.csv,17995.0293,26,202402,0.01575
2024/1/29,OptionsDaily_2024_01_29.csv,18119.63086,23,202402,0.01575
2024/1/30,OptionsDaily_2024_01_30.csv,18034.63086,22,202402,0.01575
2024/1/31,OptionsDaily_2024_01_31.csv,17889.56055,21,202402,0.01575
2024/2/1,OptionsDaily_2024_02_01.csv,17968.10938,20,202402,0.01575
2024/2/2,OptionsDaily_2024_02_02.csv,18059.92969,19,202402,0.01575
2024/2/5,OptionsDaily_2024_02_05.csv,18096.07031,16,202402,0.01575
2024/2/6,OptionsDaily_2024_02_06.csv,18096.07031,15,202402,0.01575
2024/2/7,OptionsDaily_2024_02_07.csv,18096.07031,14,202402,0.01575
2024/2/8,OptionsDaily_2024_02_08.csv,18096.07031,13,202402,0.01575
2024/2/9,OptionsDaily_2024_02_09.csv,18096.07031,12,202402,0.01575
2024/2/12,OptionsDaily_2024_02_12.csv,18096.07031,9,202402,0.01575
2024/2/13,OptionsDaily_2024_02_13.csv,18096.07031,8,202402,0.01575
2024/2/14,OptionsDaily_2024_02_14.csv,18096.07031,7,202402,0.01575
2024/2/15,OptionsDaily_2024_02_15.csv,18644.57031,6,202402,0.01575
2024/2/16,OptionsDaily_2024_02_16.csv,18607.25,5,202402,0.01575
2024/2/19,OptionsDaily_2024_02_19.csv,18635.80078,2,202402,0.01575
2024/2/20,OptionsDaily_2024_02_20.csv,18753.16016,1,202402,0.01575
2024/2/21,OptionsDaily_2024_02_21.csv,18676.31055,28,202403,0.01575
2024/2/22,OptionsDaily_2024_02_22.csv,18852.7793,27,202403,0.01575
2024/2/23,OptionsDaily_2024_02_23.csv,18889.18945,26,202403,0.01575
